Date,Elevation (ft)
1/1/1997,4579.35
1/2/1997,4579.33
1/3/1997,4579.33
1/4/1997,4579.34
1/5/1997,4579.23
1/6/1997,4579.13
1/7/1997,4579.09
1/8/1997,4579.08
1/9/1997,4579.07
1/10/1997,4578.96
1/11/1997,4578.87
1/12/1997,4578.81
1/13/1997,4578.77
1/14/1997,4578.76
1/15/1997,4578.76
1/16/1997,4578.75
1/17/1997,4578.74
1/18/1997,4578.77
1/19/1997,4578.78
1/20/1997,4578.84
1/21/1997,4578.83
1/22/1997,4578.8
1/23/1997,4578.79
1/24/1997,4578.75
1/25/1997,4578.67
1/26/1997,4578.61
1/27/1997,4578.57
1/28/1997,4578.55
1/29/1997,4578.55
1/30/1997,4578.55
1/31/1997,4578.56
2/1/1997,4578.57
2/2/1997,4578.57
2/3/1997,4578.62
2/4/1997,4578.65
2/5/1997,4578.56
2/6/1997,4578.47
2/7/1997,4578.4
2/8/1997,4578.34
2/9/1997,4578.29
2/10/1997,4578.27
2/11/1997,4578.26
2/12/1997,4578.22
2/13/1997,4578.21
2/14/1997,4578.25
2/15/1997,4578.27
2/16/1997,4578.28
2/17/1997,4578.29
2/18/1997,4578.25
2/19/1997,4578.24
2/20/1997,4578.22
2/21/1997,4578.19
2/22/1997,4578.13
2/23/1997,4578.02
2/24/1997,4577.93
2/25/1997,4577.9
2/26/1997,4577.89
2/27/1997,4577.89
2/28/1997,4577.89
3/1/1997,4577.83
3/2/1997,4577.8
3/3/1997,4577.79
3/4/1997,4577.71
3/5/1997,4577.64
3/6/1997,4577.61
3/7/1997,4577.61
3/8/1997,4577.61
3/9/1997,4577.61
3/10/1997,4577.61
3/11/1997,4577.61
3/12/1997,4577.61
3/13/1997,4577.61
3/14/1997,4577.49
3/15/1997,4577.43
3/16/1997,4577.47
3/17/1997,4577.52
3/18/1997,4577.59
3/19/1997,4577.72
3/20/1997,4577.93
3/21/1997,4578.05
3/22/1997,4578.1
3/23/1997,4578.17
3/24/1997,4578.21
3/25/1997,4578.23
3/26/1997,4578.27
3/27/1997,4578.33
3/28/1997,4578.37
3/29/1997,4578.41
3/30/1997,4578.44
3/31/1997,4578.51
4/1/1997,4578.53
4/2/1997,4578.55
4/3/1997,4578.61
4/4/1997,4578.7
4/5/1997,4578.79
4/6/1997,4578.61
4/7/1997,4578.48
4/8/1997,4578.47
4/9/1997,4578.51
4/10/1997,4578.56
4/11/1997,4578.58
4/12/1997,4578.61
4/13/1997,4578.64
4/14/1997,4578.7
4/15/1997,4578.72
4/16/1997,4578.75
4/17/1997,4578.85
4/18/1997,4579.01
4/19/1997,4579.29
4/20/1997,4579.69
4/21/1997,4580.2
4/22/1997,4580.59
4/23/1997,4580.85
