Date,Elevation (ft)
1/1/1997,2071.7
1/2/1997,2071.68
1/3/1997,2071.67
1/4/1997,2071.66
1/5/1997,2071.6
1/6/1997,2071.56
1/7/1997,2071.53
1/8/1997,2071.51
1/9/1997,2071.5
1/10/1997,2071.44
1/11/1997,2071.4
1/12/1997,2071.36
1/13/1997,2071.33
1/14/1997,2071.32
1/15/1997,2071.29
1/16/1997,2071.24
1/17/1997,2071.22
1/18/1997,2071.2
1/19/1997,2071.18
1/20/1997,2071.15
1/21/1997,2071.14
1/22/1997,2071.09
1/23/1997,2071.07
1/24/1997,2071.04
1/25/1997,2071
1/26/1997,2070.99
1/27/1997,2070.94
1/28/1997,2070.93
1/29/1997,2070.89
1/30/1997,2070.88
1/31/1997,2070.85
2/1/1997,2070.83
2/2/1997,2070.8
2/3/1997,2070.82
2/4/1997,2070.79
2/5/1997,2070.76
2/6/1997,2070.75
2/7/1997,2070.73
2/8/1997,2070.7
2/9/1997,2070.67
2/10/1997,2070.64
2/11/1997,2070.62
2/12/1997,2070.58
2/13/1997,2070.56
2/14/1997,2070.53
2/15/1997,2070.51
2/16/1997,2070.49
2/17/1997,2070.51
2/18/1997,2070.5
2/19/1997,2070.48
2/20/1997,2070.47
2/21/1997,2070.44
2/22/1997,2070.41
2/23/1997,2070.37
2/24/1997,2070.35
2/25/1997,2070.34
2/26/1997,2070.32
2/27/1997,2070.28
2/28/1997,2070.29
3/1/1997,2070.25
3/2/1997,2070.22
3/3/1997,2070.21
3/4/1997,2070.17
3/5/1997,2070.14
3/6/1997,2070.11
3/7/1997,2070.09
3/8/1997,2070.09
3/9/1997,2070.04
3/10/1997,2070.02
3/11/1997,2069.99
3/12/1997,2069.98
3/13/1997,2069.95
3/14/1997,2069.87
3/15/1997,2069.84
3/16/1997,2069.82
3/17/1997,2069.8
3/18/1997,2069.75
3/19/1997,2069.73
3/20/1997,2069.71
3/21/1997,2069.67
3/22/1997,2069.64
3/23/1997,2069.61
3/24/1997,2069.59
3/25/1997,2069.55
3/26/1997,2069.52
3/27/1997,2069.51
3/28/1997,2069.46
3/29/1997,2069.45
3/30/1997,2069.41
3/31/1997,2069.36
4/1/1997,2069.35
4/2/1997,2069.33
4/3/1997,2069.3
4/4/1997,2069.3
4/5/1997,2069.33
4/6/1997,2069.25
4/7/1997,2069.22
4/8/1997,2069.16
4/9/1997,2069.16
4/10/1997,2069.16
4/11/1997,2069.17
4/12/1997,2069.13
4/13/1997,2069.09
4/14/1997,2069.07
4/15/1997,2069.04
4/16/1997,2069.01
4/17/1997,2068.99
4/18/1997,2068.97
4/19/1997,2068.94
4/20/1997,2068.93
4/21/1997,2068.95
4/22/1997,2068.91
4/23/1997,2068.89
4/24/1997,2068.86
4/25/1997,2068.82
4/26/1997,2068.8
4/27/1997,2068.78
4/28/1997,2068.74
4/29/1997,2068.77
4/30/1997,2068.72
5/1/1997,2068.72
5/2/1997,2068.7
5/3/1997,2068.65
5/4/1997,2068.62
5/5/1997,2068.59
5/6/1997,2068.55
5/7/1997,2068.56
5/8/1997,2068.51
5/9/1997,2068.47
5/10/1997,2068.44
5/11/1997,2068.39
5/12/1997,2068.34
5/13/1997,2068.32
5/14/1997,2068.26
5/15/1997,2068.23
5/16/1997,2068.19
5/17/1997,2068.17
5/18/1997,2068.13
5/19/1997,2068.04
5/20/1997,2067.93
5/21/1997,2067.81
5/22/1997,2067.85
5/23/1997,2068.07
5/24/1997,2068.3
5/25/1997,2068.61
5/26/1997,2068.87
5/27/1997,2069.14
5/28/1997,2069.42
5/29/1997,2069.69
5/30/1997,2069.97
5/31/1997,2070.24
6/1/1997,2070.5
6/2/1997,2070.76
6/3/1997,2071.04
6/4/1997,2071.3
6/5/1997,2071.55
6/6/1997,2071.81
6/7/1997,2072.05
6/8/1997,2072.28
6/9/1997,2072.52
6/10/1997,2072.74
6/11/1997,2073.03
6/12/1997,2073.27
6/13/1997,2073.52
6/14/1997,2073.76
6/15/1997,2074
6/16/1997,2074.23
6/17/1997,2074.47
6/18/1997,2074.69
6/19/1997,2074.92
6/20/1997,2075.17
6/21/1997,2075.41
6/22/1997,2075.6
6/23/1997,2075.79
6/24/1997,2075.95
6/25/1997,2076
6/26/1997,2076.02
6/27/1997,2076.04
6/28/1997,2076.05
6/29/1997,2076.06
6/30/1997,2076.15
7/1/1997,2076.01
7/2/1997,2075.88
7/3/1997,2075.76
7/4/1997,2075.63
7/5/1997,2075.5
7/6/1997,2075.37
7/7/1997,2075.08
7/8/1997,2074.73
7/9/1997,2074.4
7/10/1997,2074.06
7/11/1997,2073.79
7/12/1997,2073.63
7/13/1997,2073.53
7/14/1997,2073.22
7/15/1997,2072.92
7/16/1997,2072.58
7/17/1997,2072.13
7/18/1997,2071.72
7/19/1997,2071.46
7/20/1997,2071.31
7/21/1997,2070.95
7/22/1997,2070.6
7/23/1997,2070.25
7/24/1997,2069.84
7/25/1997,2069.45
7/26/1997,2069.15
7/27/1997,2068.87
7/28/1997,2068.56
7/29/1997,2068.25
7/30/1997,2067.93
7/31/1997,2067.6
8/1/1997,2067.32
8/2/1997,2067.18
8/3/1997,2067.01
8/4/1997,2066.72
8/5/1997,2066.31
8/6/1997,2065.87
8/7/1997,2065.47
8/8/1997,2065.24
8/9/1997,2065.22
8/10/1997,2065.28
8/11/1997,2065.46
8/12/1997,2065.37
8/13/1997,2065.18
8/14/1997,2064.99
8/15/1997,2064.79
8/16/1997,2064.59
8/17/1997,2064.37
8/18/1997,2064.14
8/19/1997,2063.89
8/20/1997,2063.64
8/21/1997,2063.43
8/22/1997,2062.99
8/23/1997,2062.55
8/24/1997,2062.11
8/25/1997,2061.66
8/26/1997,2061.21
8/27/1997,2060.73
8/28/1997,2060.24
8/29/1997,2059.75
8/30/1997,2059.27
8/31/1997,2058.78
9/1/1997,2058.32
9/2/1997,2057.67
9/3/1997,2056.94
9/4/1997,2056.2
9/5/1997,2055.38
9/6/1997,2054.53
9/7/1997,2053.64
9/8/1997,2052.72
9/9/1997,2051.73
9/10/1997,2050.75
9/11/1997,2049.7
9/12/1997,2048.7
9/13/1997,2047.61
9/14/1997,2046.5
9/15/1997,2045.34
9/16/1997,2044.11
9/17/1997,2042.87
9/18/1997,2041.67
9/19/1997,2040.72
9/20/1997,2039.98
9/21/1997,2039.63
9/22/1997,2039.79
9/23/1997,2040.32
9/24/1997,2040.51
9/25/1997,2040.68
9/26/1997,2040.83
9/27/1997,2041
9/28/1997,2041.11
9/29/1997,2041.26
9/30/1997,2041.38
10/1/1997,2041.42
10/2/1997,2041.44
10/3/1997,2041.45
10/4/1997,2041.45
10/5/1997,2041.5
10/6/1997,2041.55
10/7/1997,2041.56
10/8/1997,2041.64
10/9/1997,2041.62
10/10/1997,2041.62
10/11/1997,2041.63
10/12/1997,2041.96
10/13/1997,2041.91
10/14/1997,2041.92
10/15/1997,2041.94
10/16/1997,2041.95
10/17/1997,2041.95
10/18/1997,2042.01
10/19/1997,2041.97
10/20/1997,2041.97
10/21/1997,2041.97
10/22/1997,2041.97
10/23/1997,2041.98
10/24/1997,2042.06
10/25/1997,2042.14
10/26/1997,2042.12
10/27/1997,2042.13
10/28/1997,2042.13
10/29/1997,2042.14
10/30/1997,2042.15
10/31/1997,2042.2
11/1/1997,2042.22
11/2/1997,2042.27
11/3/1997,2042.19
11/4/1997,2042.21
11/5/1997,2042.19
11/6/1997,2042.19
11/7/1997,2042.19
11/8/1997,2042.2
11/9/1997,2042.19
11/10/1997,2042.18
11/11/1997,2042.17
11/12/1997,2042.17
11/13/1997,2042.18
11/14/1997,2042.19
11/15/1997,2042.15
11/16/1997,2042.14
11/17/1997,2042.14
11/18/1997,2042.14
11/19/1997,2042.14
11/20/1997,2042.14
11/21/1997,2042.15
11/22/1997,2042.13
11/23/1997,2042.13
11/24/1997,2042.13
11/25/1997,2042.16
11/26/1997,2042.12
11/27/1997,2042.13
11/28/1997,2042.13
11/29/1997,2042.13
11/30/1997,2042.11
12/1/1997,2042.1
12/2/1997,2042.1
12/3/1997,2042.08
12/4/1997,2042.07
12/5/1997,2042.05
12/6/1997,2042.04
12/7/1997,2042.04
12/8/1997,2042.04
12/9/1997,2042.05
12/10/1997,2042.04
12/11/1997,2042.02
12/12/1997,2042.02
12/13/1997,2042.01
12/14/1997,2042.01
12/15/1997,2042.02
12/16/1997,2042
12/17/1997,2042
12/18/1997,2041.99
12/19/1997,2041.99
12/20/1997,2041.98
12/21/1997,2041.99
12/22/1997,2041.99
12/23/1997,2041.98
12/24/1997,2041.98
12/25/1997,2041.96
12/26/1997,2041.95
12/27/1997,2041.95
12/28/1997,2041.94
12/29/1997,2041.92
12/30/1997,2041.91
12/31/1997,2041.9
1/1/1998,2041.9
1/2/1998,2041.9
1/3/1998,2041.88
1/4/1998,2041.86
1/5/1998,2041.86
1/6/1998,2041.84
1/7/1998,2041.83
1/8/1998,2041.84
1/9/1998,2041.83
1/10/1998,2041.81
1/11/1998,2041.82
1/12/1998,2041.79
1/13/1998,2041.79
1/14/1998,2041.78
1/15/1998,2041.77
1/16/1998,2041.77
1/17/1998,2041.76
1/18/1998,2041.75
1/19/1998,2041.74
1/20/1998,2041.75
1/21/1998,2041.72
1/22/1998,2041.71
1/23/1998,2041.7
1/24/1998,2041.7
1/25/1998,2041.69
1/26/1998,2041.68
1/27/1998,2041.68
1/28/1998,2041.68
1/29/1998,2041.66
1/30/1998,2041.66
1/31/1998,2041.66
2/1/1998,2041.64
2/2/1998,2041.63
2/3/1998,2041.62
2/4/1998,2041.61
2/5/1998,2041.6
2/6/1998,2041.59
2/7/1998,2041.58
2/8/1998,2041.56
2/9/1998,2041.59
2/10/1998,2041.58
2/11/1998,2041.57
2/12/1998,2041.56
2/13/1998,2041.55
2/14/1998,2041.54
2/15/1998,2041.54
2/16/1998,2041.55
2/17/1998,2041.54
2/18/1998,2041.52
2/19/1998,2041.5
2/20/1998,2041.49
2/21/1998,2041.48
2/22/1998,2041.47
2/23/1998,2041.46
2/24/1998,2041.44
2/25/1998,2041.43
2/26/1998,2041.43
2/27/1998,2041.43
2/28/1998,2041.41
3/1/1998,2041.37
3/2/1998,2041.34
3/3/1998,2041.32
3/4/1998,2041.3
3/5/1998,2041.29
3/6/1998,2041.29
3/7/1998,2041.34
3/8/1998,2041.32
3/9/1998,2041.28
3/10/1998,2041.27
3/11/1998,2041.24
3/12/1998,2041.23
3/13/1998,2041.24
3/14/1998,2041.22
3/15/1998,2041.21
3/16/1998,2041.21
3/17/1998,2041.25
3/18/1998,2041.25
3/19/1998,2041.23
3/20/1998,2041.21
3/21/1998,2041.2
3/22/1998,2041.2
3/23/1998,2041.19
3/24/1998,2041.19
3/25/1998,2041.18
3/26/1998,2041.2
3/27/1998,2041.52
3/28/1998,2041.49
3/29/1998,2041.51
3/30/1998,2041.5
3/31/1998,2041.56
4/1/1998,2041.51
4/2/1998,2041.5
4/3/1998,2041.48
4/4/1998,2041.46
4/5/1998,2041.47
4/6/1998,2041.46
4/7/1998,2041.61
4/8/1998,2041.61
4/9/1998,2041.59
4/10/1998,2041.58
4/11/1998,2041.57
4/12/1998,2041.57
4/13/1998,2041.54
4/14/1998,2041.83
4/15/1998,2041.83
4/16/1998,2041.92
4/17/1998,2042.44
4/18/1998,2043.4
4/19/1998,2044.48
4/20/1998,2045.54
4/21/1998,2046.59
4/22/1998,2047.58
4/23/1998,2048.54
4/24/1998,2049.47
4/25/1998,2050.41
4/26/1998,2051.25
4/27/1998,2052.07
4/28/1998,2052.86
4/29/1998,2053.62
4/30/1998,2054.16
5/1/1998,2055.08
5/2/1998,2055.75
5/3/1998,2056.42
5/4/1998,2057.09
5/5/1998,2057.73
5/6/1998,2058.35
5/7/1998,2058.93
5/8/1998,2059.48
5/9/1998,2060.06
5/10/1998,2060.62
5/11/1998,2061.11
5/12/1998,2061.46
5/13/1998,2061.78
5/14/1998,2062.18
5/15/1998,2062.63
5/16/1998,2062.98
5/17/1998,2063.35
5/18/1998,2063.75
5/19/1998,2064.27
5/20/1998,2064.56
5/21/1998,2065.02
5/22/1998,2065.38
5/23/1998,2065.78
5/24/1998,2066.17
5/25/1998,2066.56
5/26/1998,2066.93
5/27/1998,2067.31
5/28/1998,2067.69
5/29/1998,2068.05
5/30/1998,2068.43
5/31/1998,2068.77
6/1/1998,2069.11
6/2/1998,2069.44
6/3/1998,2069.8
6/4/1998,2070.16
6/5/1998,2070.51
6/6/1998,2070.89
6/7/1998,2071.28
6/8/1998,2071.76
6/9/1998,2072.1
6/10/1998,2072.45
6/11/1998,2072.8
6/12/1998,2073.12
6/13/1998,2073.47
6/14/1998,2073.84
6/15/1998,2074.17
6/16/1998,2074.46
6/17/1998,2075.09
6/18/1998,2075.31
6/19/1998,2075.6
6/20/1998,2075.87
6/21/1998,2076.1
6/22/1998,2076.23
6/23/1998,2076.39
6/24/1998,2076.46
6/25/1998,2076.44
6/26/1998,2076.42
6/27/1998,2076.41
6/28/1998,2076.41
6/29/1998,2076.38
6/30/1998,2076.32
7/1/1998,2076.26
7/2/1998,2076.16
7/3/1998,2076.04
7/4/1998,2075.92
7/5/1998,2075.87
7/6/1998,2075.83
7/7/1998,2075.76
7/8/1998,2075.69
7/9/1998,2075.59
7/10/1998,2075.47
7/11/1998,2075.37
7/12/1998,2075.29
7/13/1998,2075.17
7/14/1998,2074.96
7/15/1998,2074.59
7/16/1998,2074.12
7/17/1998,2073.58
7/18/1998,2073.07
7/19/1998,2072.54
7/20/1998,2071.94
7/21/1998,2071.44
7/22/1998,2071.24
7/23/1998,2071.22
7/24/1998,2071.21
7/25/1998,2071.27
7/26/1998,2071.25
7/27/1998,2071.26
7/28/1998,2071.26
7/29/1998,2071.26
7/30/1998,2071.21
7/31/1998,2071.17
8/1/1998,2071.1
8/2/1998,2071.11
8/3/1998,2071.03
8/4/1998,2070.91
8/5/1998,2070.79
8/6/1998,2070.67
8/7/1998,2070.56
8/8/1998,2070.41
8/9/1998,2070.28
8/10/1998,2069.96
8/11/1998,2069.53
8/12/1998,2069.16
8/13/1998,2068.91
8/14/1998,2068.66
8/15/1998,2068.42
8/16/1998,2068.16
8/17/1998,2067.82
8/18/1998,2067.38
8/19/1998,2066.82
8/20/1998,2066.27
8/21/1998,2065.61
8/22/1998,2064.97
8/23/1998,2064.31
8/24/1998,2063.64
8/25/1998,2063.09
8/26/1998,2062.59
8/27/1998,2062.1
8/28/1998,2061.61
8/29/1998,2061.14
8/30/1998,2060.66
8/31/1998,2060.17
9/1/1998,2059.68
9/2/1998,2059.06
9/3/1998,2058.33
9/4/1998,2057.6
9/5/1998,2056.91
9/6/1998,2056.23
9/7/1998,2055.52
9/8/1998,2054.75
9/9/1998,2053.97
9/10/1998,2053.18
9/11/1998,2052.34
9/12/1998,2051.35
9/13/1998,2050.28
9/14/1998,2049.04
9/15/1998,2047.62
9/16/1998,2046.15
9/17/1998,2044.72
9/18/1998,2043.51
9/19/1998,2042.66
9/20/1998,2042.06
9/21/1998,2042.26
9/22/1998,2042.37
9/23/1998,2042.54
9/24/1998,2042.75
9/25/1998,2043.01
9/26/1998,2043.23
9/27/1998,2043.35
9/28/1998,2043.37
9/29/1998,2043.39
9/30/1998,2043.37
10/1/1998,2043.42
10/2/1998,2043.48
10/3/1998,2043.48
10/4/1998,2043.55
10/5/1998,2043.56
10/6/1998,2043.53
10/7/1998,2043.54
10/8/1998,2043.54
10/9/1998,2043.55
10/10/1998,2043.56
10/11/1998,2043.55
10/12/1998,2043.55
10/13/1998,2043.55
10/14/1998,2043.56
10/15/1998,2043.56
10/16/1998,2043.57
10/17/1998,2043.57
10/18/1998,2043.55
10/19/1998,2043.55
10/20/1998,2043.54
10/21/1998,2043.53
10/22/1998,2043.52
10/23/1998,2043.51
10/24/1998,2043.52
10/25/1998,2043.53
10/26/1998,2043.54
10/27/1998,2043.54
10/28/1998,2043.56
10/29/1998,2043.55
10/30/1998,2043.53
10/31/1998,2043.52
11/1/1998,2043.53
11/2/1998,2043.58
11/3/1998,2043.61
11/4/1998,2043.61
11/5/1998,2043.6
11/6/1998,2043.61
11/7/1998,2043.63
11/8/1998,2043.62
11/9/1998,2043.8
11/10/1998,2043.7
11/11/1998,2043.7
11/12/1998,2043.69
11/13/1998,2043.69
11/14/1998,2043.68
11/15/1998,2043.69
11/16/1998,2043.68
11/17/1998,2043.67
11/18/1998,2043.68
11/19/1998,2043.66
11/20/1998,2043.65
11/21/1998,2043.65
11/22/1998,2043.66
11/23/1998,2043.63
11/24/1998,2043.64
11/25/1998,2043.61
11/26/1998,2043.6
11/27/1998,2043.61
11/28/1998,2043.6
11/29/1998,2043.61
11/30/1998,2043.59
12/1/1998,2043.58
12/2/1998,2043.57
12/3/1998,2043.57
12/4/1998,2043.57
12/5/1998,2043.55
12/6/1998,2043.54
12/7/1998,2043.52
12/8/1998,2043.51
12/9/1998,2043.49
12/10/1998,2043.5
12/11/1998,2043.47
12/12/1998,2043.47
12/13/1998,2043.44
12/14/1998,2043.43
12/15/1998,2043.41
12/16/1998,2043.4
12/17/1998,2043.39
12/18/1998,2043.39
12/19/1998,2043.36
12/20/1998,2043.34
12/21/1998,2043.31
12/22/1998,2043.29
12/23/1998,2043.28
12/24/1998,2043.27
12/25/1998,2043.26
12/26/1998,2043.26
12/27/1998,2043.24
12/28/1998,2043.26
12/29/1998,2043.23
12/30/1998,2043.22
12/31/1998,2043.21
1/1/1999,2043.23
1/2/1999,2043.23
1/3/1999,2043.2
1/4/1999,2043.18
1/5/1999,2043.18
1/6/1999,2043.16
1/7/1999,2043.16
1/8/1999,2043.14
1/9/1999,2043.14
1/10/1999,2043.12
1/11/1999,2043.12
1/12/1999,2043.12
1/13/1999,2043.1
1/14/1999,2043.09
1/15/1999,2043.09
1/16/1999,2043.08
1/17/1999,2043.09
1/18/1999,2043.06
1/19/1999,2043.05
1/20/1999,2043.05
1/21/1999,2043.06
1/22/1999,2043.04
1/23/1999,2043.02
1/24/1999,2043
1/25/1999,2042.98
1/26/1999,2042.98
1/27/1999,2042.96
1/28/1999,2042.95
1/29/1999,2042.94
1/30/1999,2042.93
1/31/1999,2042.92
2/1/1999,2042.92
2/2/1999,2042.9
2/3/1999,2042.89
2/4/1999,2042.87
2/5/1999,2042.86
2/6/1999,2042.85
2/7/1999,2042.84
2/8/1999,2042.82
2/9/1999,2042.8
2/10/1999,2042.85
2/11/1999,2042.78
2/12/1999,2042.75
2/13/1999,2042.73
2/14/1999,2042.72
2/15/1999,2042.71
2/16/1999,2042.69
2/17/1999,2042.67
2/18/1999,2042.67
2/19/1999,2042.67
2/20/1999,2042.65
2/21/1999,2042.64
2/22/1999,2042.71
2/23/1999,2042.68
2/24/1999,2042.67
2/25/1999,2042.66
2/26/1999,2042.65
2/27/1999,2042.65
2/28/1999,2042.63
3/1/1999,2042.62
3/2/1999,2042.61
3/3/1999,2042.58
3/4/1999,2042.58
3/5/1999,2042.56
3/6/1999,2042.54
3/7/1999,2042.49
3/8/1999,2042.56
3/9/1999,2042.53
3/10/1999,2042.52
3/11/1999,2042.51
3/12/1999,2042.49
3/13/1999,2042.47
3/14/1999,2042.46
3/15/1999,2042.45
3/16/1999,2042.45
3/17/1999,2042.43
3/18/1999,2042.4
3/19/1999,2042.38
3/20/1999,2042.36
3/21/1999,2042.34
3/22/1999,2042.39
3/23/1999,2042.37
3/24/1999,2042.35
3/25/1999,2042.33
3/26/1999,2042.29
3/27/1999,2042.32
3/28/1999,2042.3
3/29/1999,2042.27
3/30/1999,2042.25
3/31/1999,2042.25
4/1/1999,2042.24
4/2/1999,2042
4/3/1999,2042
4/4/1999,2041.98
4/5/1999,2042.15
4/6/1999,2042.11
4/7/1999,2042.09
4/8/1999,2042.13
4/9/1999,2042.07
4/10/1999,2042.09
4/11/1999,2042.04
4/12/1999,2042.01
4/13/1999,2042
4/14/1999,2042.18
4/15/1999,2042.16
4/16/1999,2042.13
4/17/1999,2042.09
4/18/1999,2042.07
4/19/1999,2042.06
4/20/1999,2042.04
4/21/1999,2042.07
4/22/1999,2042.08
4/23/1999,2042.05
4/24/1999,2042.03
4/25/1999,2042.03
4/26/1999,2042.03
4/27/1999,2042.01
4/28/1999,2041.99
4/29/1999,2041.98
4/30/1999,2041.95
5/1/1999,2042.24
5/2/1999,2042.9
5/3/1999,2043.56
5/4/1999,2044.64
5/5/1999,2045.53
5/6/1999,2046.48
5/7/1999,2047.34
5/8/1999,2048.19
5/9/1999,2048.99
5/10/1999,2049.83
5/11/1999,2050.64
5/12/1999,2051.47
5/13/1999,2052.26
5/14/1999,2053.03
5/15/1999,2053.77
5/16/1999,2054.49
5/17/1999,2055.18
5/18/1999,2055.85
5/19/1999,2056.49
5/20/1999,2057.26
5/21/1999,2057.89
5/22/1999,2058.63
5/23/1999,2059.22
5/24/1999,2059.63
5/25/1999,2059.83
5/26/1999,2059.86
5/27/1999,2059.8
5/28/1999,2059.74
5/29/1999,2059.66
5/30/1999,2059.61
5/31/1999,2059.69
6/1/1999,2059.73
6/2/1999,2059.66
6/3/1999,2059.61
6/4/1999,2059.56
6/5/1999,2059.62
6/6/1999,2059.99
6/7/1999,2060.2
6/8/1999,2060.43
6/9/1999,2060.68
6/10/1999,2061.04
6/11/1999,2061.45
6/12/1999,2061.88
6/13/1999,2062.26
6/14/1999,2062.65
6/15/1999,2063.16
6/16/1999,2063.54
6/17/1999,2063.9
6/18/1999,2064.26
6/19/1999,2064.62
6/20/1999,2065
6/21/1999,2065.37
6/22/1999,2065.78
6/23/1999,2066.13
6/24/1999,2066.59
6/25/1999,2066.94
6/26/1999,2067.29
6/27/1999,2067.94
6/28/1999,2068.27
6/29/1999,2068.6
6/30/1999,2068.96
7/1/1999,2069.28
7/2/1999,2069.6
7/3/1999,2069.92
7/4/1999,2070.22
7/5/1999,2070.52
7/6/1999,2070.81
7/7/1999,2071.07
7/8/1999,2071.32
7/9/1999,2071.55
7/10/1999,2071.75
7/11/1999,2071.96
7/12/1999,2072.15
7/13/1999,2072.18
7/14/1999,2072.1
7/15/1999,2071.95
7/16/1999,2071.78
7/17/1999,2071.79
7/18/1999,2071.86
7/19/1999,2071.96
7/20/1999,2072.03
