Date,Elevation (ft)
1997-01-01,638.59
1997-01-02,638.94
1997-01-03,639.24
1997-01-04,639.17
1997-01-05,639.16
1997-01-06,639.23
1997-01-07,639.14
1997-01-08,639.2
1997-01-09,639.16
1997-01-10,639.11
1997-01-11,638.85
1997-01-12,638.89
1997-01-13,639.15
1997-01-14,639.56
1997-01-15,640
1997-01-16,640.32
1997-01-17,640.4
1997-01-18,640.48
1997-01-19,640.6
1997-01-20,640.9
1997-01-21,640.68
1997-01-22,640.67
1997-01-23,641.11
1997-01-24,641.34
1997-01-25,641.24
1997-01-26,641.18
1997-01-27,641.16
1997-01-28,641.18
1997-01-29,641.27
1997-01-30,641.54
1997-01-31,642.03
1997-02-01,641.74
1997-02-02,641.64
1997-02-03,641.88
1997-02-04,641.9
1997-02-05,642.24
1997-02-06,642.3
1997-02-07,642.4
1997-02-08,642.26
1997-02-09,642.04
1997-02-10,642.12
1997-02-11,641.91
1997-02-12,642
1997-02-13,642.1
1997-02-14,642.08
1997-02-15,641.99
1997-02-16,641.72
1997-02-17,641.83
1997-02-18,642.04
1997-02-19,642.09
1997-02-20,642.12
1997-02-21,642.32
1997-02-22,642.11
1997-02-23,641.88
1997-02-24,641.93
1997-02-25,641.69
1997-02-26,641.85
1997-02-27,642.05
1997-02-28,642.44
1997-03-01,642.55
1997-03-02,642.5
1997-03-03,642.68
1997-03-04,642.83
1997-03-05,642.74
1997-03-06,642.8
1997-03-07,642.83
1997-03-08,642.87
1997-03-09,642.86
1997-03-10,642.84
1997-03-11,642.91
1997-03-12,642.95
1997-03-13,643.17
1997-03-14,643.35
1997-03-15,643.21
1997-03-16,643.18
1997-03-17,643.4
1997-03-18,643.68
1997-03-19,643.78
1997-03-20,643.9
1997-03-21,644.14
1997-03-22,644.11
1997-03-23,643.83
1997-03-24,643.96
1997-03-25,643.95
1997-03-26,644
1997-03-27,643.91
1997-03-28,643.8
1997-03-29,643.9
1997-03-30,643.75
1997-03-31,644.02
1997-04-01,644.03
1997-04-02,643.93
1997-04-03,643.81
1997-04-04,643.78
1997-04-05,643.6
1997-04-06,643.34
1997-04-07,643.57
1997-04-08,643.69
1997-04-09,643.71
1997-04-10,643.72
1997-04-11,644.04
1997-04-12,643.91
1997-04-13,643.86
1997-04-14,643.95
1997-04-15,644.12
1997-04-16,644.31
1997-04-17,644.44
1997-04-18,644.52
1997-04-19,644.53
1997-04-20,644.59
1997-04-21,644.47
1997-04-22,644.2
1997-04-23,644.01
1997-04-24,643.7
1997-04-25,643.57
1997-04-26,643.43
1997-04-27,643.4
1997-04-28,643.42
1997-04-29,643.44
1997-04-30,643.55
1997-05-01,643.8
1997-05-02,643.96
1997-05-03,643.68
1997-05-04,643.51
1997-05-05,643.43
1997-05-06,643.4
1997-05-07,643.37
1997-05-08,643.52
1997-05-09,643.72
1997-05-10,643.45
1997-05-11,643.57
1997-05-12,643.68
1997-05-13,643.73
1997-05-14,643.85
1997-05-15,643.88
1997-05-16,643.88
1997-05-17,643.67
1997-05-18,643.55
1997-05-19,643.42
1997-05-20,643.52
1997-05-21,643.4
1997-05-22,643.32
1997-05-23,643.48
1997-05-24,643.31
1997-05-25,643.63
1997-05-26,643.76
1997-05-27,644.05
1997-05-28,644.25
1997-05-29,644.62
1997-05-30,644.94
1997-05-31,644.61
1997-06-01,644.29
1997-06-02,644.25
1997-06-03,644.22
1997-06-04,644.22
1997-06-05,644.13
1997-06-06,643.9
1997-06-07,643.62
1997-06-08,643.32
1997-06-09,643.64
1997-06-10,643.7
1997-06-11,644
1997-06-12,644
1997-06-13,644.12
1997-06-14,643.78
1997-06-15,643.56
1997-06-16,643.9
1997-06-17,644.31
1997-06-18,644.59
1997-06-19,644.68
1997-06-20,644.72
1997-06-21,644.52
1997-06-22,644.32
1997-06-23,644.2
1997-06-24,644
1997-06-25,643.99
1997-06-26,644.07
1997-06-27,643.96
1997-06-28,643.32
1997-06-29,643.17
1997-06-30,643.16
1997-07-01,643.19
1997-07-02,643.29
1997-07-03,643.34
1997-07-04,643
1997-07-05,642.66
1997-07-06,642.35
1997-07-07,642.51
1997-07-08,642.77
1997-07-09,643.33
1997-07-10,643.31
1997-07-11,643.13
1997-07-12,642.8
1997-07-13,642.29
1997-07-14,641.94
1997-07-15,641.45
1997-07-16,641.41
1997-07-17,641.46
1997-07-18,641.57
1997-07-19,641.28
1997-07-20,640.95
1997-07-21,641
1997-07-22,641.23
1997-07-23,641.63
1997-07-24,642.09
1997-07-25,642.38
1997-07-26,642.15
1997-07-27,642.03
1997-07-28,642.37
1997-07-29,642.45
1997-07-30,642.68
1997-07-31,642.79
1997-08-01,642.75
1997-08-02,642.42
1997-08-03,642.06
1997-08-04,641.99
1997-08-05,641.93
1997-08-06,642.02
1997-08-07,642.2
1997-08-08,642.13
1997-08-09,641.46
1997-08-10,641.15
1997-08-11,641.06
1997-08-12,641.17
1997-08-13,641.32
1997-08-14,641.6
1997-08-15,641.73
1997-08-16,641.63
1997-08-17,641.08
1997-08-18,641.13
1997-08-19,641.28
1997-08-20,641.44
1997-08-21,641.62
1997-08-22,641.71
1997-08-23,641.4
1997-08-24,641.06
1997-08-25,641.01
1997-08-26,640.85
1997-08-27,640.8
1997-08-28,641.08
1997-08-29,640.96
1997-08-30,640.63
1997-08-31,640.69
1997-09-01,640.56
1997-09-02,640.52
1997-09-03,640.57
1997-09-04,640.48
1997-09-05,640.63
1997-09-06,640.68
1997-09-07,641.01
1997-09-08,640.94
1997-09-09,641.07
1997-09-10,641.17
1997-09-11,641.17
1997-09-12,641.03
1997-09-13,640.98
1997-09-14,640.77
1997-09-15,641.24
1997-09-16,641.48
1997-09-17,641.22
1997-09-18,641.19
1997-09-19,640.92
1997-09-20,640.4
1997-09-21,640.01
1997-09-22,640.28
1997-09-23,640.4
1997-09-24,640.77
1997-09-25,641.3
1997-09-26,641.49
1997-09-27,641.55
1997-09-28,641.51
1997-09-29,641.74
1997-09-30,642.1
1997-10-01,642.45
1997-10-02,642.8
1997-10-03,642.88
1997-10-04,642.5
1997-10-05,642.1
1997-10-06,641.94
1997-10-07,641.59
1997-10-08,641.35
1997-10-09,641.14
1997-10-10,641.13
