"","Year","Season","n","mean_Prop_Diff","sd_Prop_Diff","mean_Perc_Diff","sd_Perc_Diff"
"1","2003","Fall",4,-0.000618388641875971,0.000491752198818938,-0.061838864187597,0.0491752198818938
"2","2003","Spring",9,-9.97852782589171e-05,0.000370193594423347,-0.00997852782589171,0.0370193594423347
"3","2003","Summer",9,-0.000272295190819204,0.000472665331795048,-0.0272295190819204,0.0472665331795048
"4","2003","Winter",3,-0.000227007053137338,0.000394716538265906,-0.0227007053137338,0.0394716538265907
"5","2004","Fall",3,-0.00134695047113056,0.00117571823702752,-0.134695047113056,0.117571823702752
"6","2004","Spring",7,-0.000410751928486927,0.000106440601542218,-0.0410751928486927,0.0106440601542218
"7","2004","Summer",10,-0.000234909429235996,0.000468227649387548,-0.0234909429235996,0.0468227649387548
"8","2004","Winter",6,-0.000351256664168108,0.000546335768091118,-0.0351256664168108,0.0546335768091118
"9","2005","Fall",6,-0.000647315408180951,0.00142658010612259,-0.0647315408180951,0.142658010612259
"10","2005","Spring",7,-0.00028277418140191,0.000466743884304284,-0.028277418140191,0.0466743884304284
"11","2005","Summer",8,-0.000292856819019855,0.000421211960264635,-0.0292856819019855,0.0421211960264635
"12","2005","Winter",8,-0.000157145581138219,0.000308014437385664,-0.0157145581138219,0.0308014437385664
"13","2006","Fall",4,-0.000855518603703906,0.00117885687220266,-0.0855518603703906,0.117885687220266
"14","2006","Spring",5,-0.000319850492913375,0.000507705723684768,-0.0319850492913375,0.0507705723684768
"15","2006","Summer",7,-0.000352085420665464,0.000334126007585039,-0.0352085420665464,0.0334126007585039
"16","2006","Winter",5,-0.000138684944361255,0.000243395436814985,-0.0138684944361255,0.0243395436814985
"17","2007","Fall",6,-0.000302248642991795,0.000612888968777324,-0.0302248642991795,0.0612888968777324
"18","2007","Spring",6,-0.000430782091048623,0.000524550927264499,-0.0430782091048623,0.0524550927264499
"19","2007","Summer",9,-0.000245019500509006,0.000374051782232417,-0.0245019500509006,0.0374051782232417
"20","2007","Winter",6,-0.000371765543629824,0.000396927598819195,-0.0371765543629824,0.0396927598819195
"21","2008","Fall",5,-0.000916952669037404,0.00147533584545937,-0.0916952669037404,0.147533584545937
"22","2008","Spring",6,-0.000570362372776469,0.00023677368846238,-0.0570362372776469,0.023677368846238
"23","2008","Summer",8,-0.000281833315072054,0.000410350338587534,-0.0281833315072053,0.0410350338587534
"24","2008","Winter",6,-0.000444413778428889,0.00130978879551741,-0.0444413778428889,0.130978879551741
"25","2009","Fall",5,-0.00056400353001982,0.000748235676727395,-0.056400353001982,0.0748235676727395
"26","2009","Spring",6,-0.000282816826073834,0.000704353741583379,-0.0282816826073834,0.0704353741583379
"27","2009","Summer",8,-0.000265744042358376,0.000357858440480031,-0.0265744042358376,0.0357858440480031
"28","2009","Winter",5,-0.000209521138881105,0.000295268420394467,-0.0209521138881105,0.0295268420394467
"29","2010","Fall",1,-0.00309908715308245,NA,-0.309908715308245,NA
"30","2010","Spring",5,-0.000279769876146008,0.000241443567569463,-0.0279769876146008,0.0241443567569463
"31","2010","Summer",6,-0.000391770448571882,0.0005128985941756,-0.0391770448571882,0.05128985941756
"32","2010","Winter",5,-0.000115499812670303,0.000252713152763914,-0.0115499812670303,0.0252713152763914
"33","2011","Fall",5,-0.00092090150524507,0.00154390803243522,-0.092090150524507,0.154390803243522
"34","2011","Spring",5,-0.000334105764421405,0.000894654836281739,-0.0334105764421405,0.0894654836281739
"35","2011","Summer",5,-0.000747998926155984,0.00082827955220519,-0.0747998926155984,0.082827955220519
"36","2011","Winter",3,-0.000407722678336587,0.000427816328781712,-0.0407722678336587,0.0427816328781712
"37","2012","Fall",5,-0.000303802665848875,0.000550391072075126,-0.0303802665848875,0.0550391072075126
"38","2012","Spring",4,-0.000691575647302805,0.000294836885293509,-0.0691575647302805,0.0294836885293509
"39","2012","Summer",9,-0.000470189407372595,0.000635086746846869,-0.0470189407372595,0.0635086746846868
"40","2012","Winter",3,-0.000508464225207462,0.000213725247252912,-0.0508464225207462,0.0213725247252912
"41","2013","Fall",4,-0.000802572226790133,0.00158366801348487,-0.0802572226790133,0.158366801348487
"42","2013","Spring",6,-0.000651580350897988,0.000664331213099671,-0.0651580350897988,0.0664331213099671
"43","2013","Summer",5,-0.000580357689424787,0.00068800597872133,-0.0580357689424787,0.068800597872133
"44","2013","Winter",7,-0.000176539852368387,0.000469759475099866,-0.0176539852368387,0.0469759475099866
"45","2014","Fall",5,-0.000990254397742036,0.00121280878278636,-0.0990254397742036,0.121280878278636
"46","2014","Spring",4,-0.00104836588785013,0.000115386402362827,-0.104836588785013,0.0115386402362827
"47","2014","Summer",7,-0.000658151766199333,0.00112118823475416,-0.0658151766199333,0.112118823475416
"48","2014","Winter",5,-0.000437732195758224,0.000531645899553703,-0.0437732195758224,0.0531645899553703
"49","2015","Fall",6,-0.000565260324151458,0.000706234316780227,-0.0565260324151458,0.0706234316780227
"50","2015","Spring",5,-0.000428312099057697,0.000545286688242713,-0.0428312099057697,0.0545286688242713
"51","2015","Summer",7,-0.000229173633431777,0.000287885440629669,-0.0229173633431777,0.0287885440629669
"52","2015","Winter",6,-0.00035649184329599,0.000290387825888185,-0.035649184329599,0.0290387825888185
"53","2016","Fall",5,-0.000776435130674532,0.000921368245878712,-0.0776435130674532,0.0921368245878712
"54","2016","Spring",8,-0.000254769738008834,0.000433102781964808,-0.0254769738008834,0.0433102781964808
"55","2016","Summer",3,-0.000845026048141111,0.00040459513029154,-0.0845026048141111,0.040459513029154
"56","2016","Winter",5,-0.000538125972635021,0.000601439459396143,-0.0538125972635021,0.0601439459396143
"57","2017","Fall",1,-0.00290198941412665,NA,-0.290198941412665,NA
"58","2017","Spring",7,-0.000265000591663393,0.000588301979700684,-0.0265000591663393,0.0588301979700684
