Date,Elevation (ft)
1/1/97,7735.69
1/2/97,7735.55
1/3/97,7735.46
1/4/97,7735.3
1/5/97,7735.13
1/6/97,7734.97
1/7/97,7734.78
1/8/97,7734.63
1/9/97,7734.48
1/10/97,7734.37
1/11/97,7734.23
1/12/97,7734.13
1/13/97,7733.96
1/14/97,7733.8
1/15/97,7733.65
1/16/97,7733.47
1/17/97,7733.3
1/18/97,7733.13
1/19/97,7732.96
1/20/97,7732.79
1/21/97,7732.62
1/22/97,7732.46
1/23/97,7732.31
1/24/97,7732.14
1/25/97,7732
1/26/97,7731.87
1/27/97,7731.73
1/28/97,7731.56
1/29/97,7731.38
1/30/97,7731.22
1/31/97,7731.06
2/1/97,7730.87
2/2/97,7730.72
2/3/97,7730.57
2/4/97,7730.38
2/5/97,7730.23
2/6/97,7730.07
2/7/97,7729.85
2/8/97,7729.67
2/9/97,7729.48
2/10/97,7729.31
2/11/97,7729.13
2/12/97,7728.94
2/13/97,7728.76
2/14/97,7728.56
2/15/97,7728.38
2/16/97,7728.19
2/17/97,7728
2/18/97,7727.73
2/19/97,7727.63
2/20/97,7727.44
2/21/97,7727.26
2/22/97,7727.06
2/23/97,7726.87
2/24/97,7726.67
2/25/97,7726.48
2/26/97,7726.28
2/27/97,7726.08
2/28/97,7725.83
3/1/97,7725.56
3/2/97,7725.3
3/3/97,7725.06
3/4/97,7724.87
3/5/97,7724.57
3/6/97,7724.28
3/7/97,7724.03
3/8/97,7723.75
3/9/97,7723.48
3/10/97,7723.23
3/11/97,7722.97
3/12/97,7722.72
3/13/97,7722.47
3/14/97,7722.23
3/15/97,7722
3/16/97,7721.78
3/17/97,7721.55
3/18/97,7721.34
3/19/97,7721.14
3/20/97,7721
3/21/97,7720.9
3/22/97,7720.86
3/23/97,7720.86
3/24/97,7720.89
3/25/97,7720.85
3/26/97,7720.78
3/27/97,7720.74
3/28/97,7720.69
3/29/97,7720.69
3/30/97,7720.63
3/31/97,7720.58
4/1/97,7720.55
4/2/97,7720.48
4/3/97,7720.41
4/4/97,7720.39
4/5/97,7720.35
4/6/97,7720.25
4/7/97,7720.14
4/8/97,7720.02
4/9/97,7719.87
4/10/97,7719.6
4/11/97,7719.26
4/12/97,7718.83
4/13/97,7718.37
4/14/97,7717.9
4/15/97,7717.48
4/16/97,7717.09
4/17/97,7716.77
4/18/97,7716.58
4/19/97,7716.44
4/20/97,7716.37
4/21/97,7716.43
4/22/97,7716.36
4/23/97,7716.25
4/24/97,7716.09
4/25/97,7715.89
4/26/97,7715.72
4/27/97,7715.55
4/28/97,7715.53
4/29/97,7715.55
4/30/97,7715.47
5/1/97,7715.38
5/2/97,7715.23
5/3/97,7715.05
5/4/97,7714.9
5/5/97,7715
5/6/97,7715.39
5/7/97,7716.04
5/8/97,7716.55
5/9/97,7717.19
5/10/97,7718.07
5/11/97,7719.05
5/12/97,7719.97
5/13/97,7720.86
5/14/97,7721.78
5/15/97,7722.74
5/16/97,7723.86
5/17/97,7725.1
5/18/97,7726.62
5/19/97,7728.09
5/20/97,7729.37
5/21/97,7730.35
5/22/97,7731.74
5/23/97,7732.9
5/24/97,7733.84
5/25/97,7734.65
5/26/97,7735.25
5/27/97,7735.62
5/28/97,7735.72
5/29/97,7735.82
5/30/97,7736.33
5/31/97,7737.17
6/1/97,7738.78
6/2/97,7740.65
6/3/97,7741.8
6/4/97,7743.81
6/5/97,7746.03
6/6/97,7747.87
6/7/97,7749.71
6/8/97,7751.55
6/9/97,7752.72
6/10/97,7753.68
6/11/97,7754.54
6/12/97,7755.15
6/13/97,7755.61
6/14/97,7755.92
6/15/97,7756.18
6/16/97,7756.35
6/17/97,7756.49
6/18/97,7756.9
6/19/97,7757.82
6/20/97,7759.01
6/21/97,7760.07
6/22/97,7760.89
6/23/97,7761.66
6/24/97,7762.25
6/25/97,7762.64
6/26/97,7762.92
6/27/97,7763.12
6/28/97,7763.44
6/29/97,7763.7
6/30/97,7763.93
7/1/97,7764.08
7/2/97,7764.15
7/3/97,7764.36
7/4/97,7764.67
7/5/97,7764.93
7/6/97,7765.19
7/7/97,7765.34
7/8/97,7765.48
7/9/97,7765.6
7/10/97,7765.67
7/11/97,7765.71
7/12/97,7765.73
7/13/97,7765.74
7/14/97,7765.74
7/15/97,7765.73
7/16/97,7765.69
7/17/97,7765.63
7/18/97,7765.55
7/19/97,7765.51
7/20/97,7765.49
7/21/97,7765.44
7/22/97,7765.35
7/23/97,7765.29
7/24/97,7765.2
7/25/97,7765.08
7/26/97,7764.92
7/27/97,7764.79
7/28/97,7764.78
7/29/97,7764.73
7/30/97,7764.65
7/31/97,7764.56
8/1/97,7764.42
8/2/97,7764.27
8/3/97,7764.07
8/4/97,7763.88
8/5/97,7763.72
8/6/97,7763.65
8/7/97,7763.58
8/8/97,7763.49
8/9/97,7763.33
8/10/97,7763.24
8/11/97,7763.16
8/12/97,7763.15
8/13/97,7763.17
8/14/97,7763.23
8/15/97,7763.21
8/16/97,7763.16
8/17/97,7763.07
8/18/97,7762.96
8/19/97,7762.86
8/20/97,7762.75
8/21/97,7762.62
8/22/97,7762.48
8/23/97,7762.34
8/24/97,7762.16
8/25/97,7762.05
8/26/97,7761.99
8/27/97,7761.93
8/28/97,7761.84
8/29/97,7761.7
8/30/97,7761.58
8/31/97,7761.43
9/1/97,7761.35
9/2/97,7761.2
9/3/97,7761.07
9/4/97,7760.93
9/5/97,7760.75
9/6/97,7760.61
9/7/97,7760.5
9/8/97,7760.34
9/9/97,7760.15
9/10/97,7759.94
9/11/97,7759.78
9/12/97,7759.66
9/13/97,7759.5
9/14/97,7759.33
9/15/97,7759.25
9/16/97,7759.26
9/17/97,7759.27
9/18/97,7759.28
9/19/97,7759.28
9/20/97,7759.27
9/21/97,7759.27
9/22/97,7759.34
9/23/97,7759.4
9/24/97,7759.44
9/25/97,7759.46
9/26/97,7759.45
9/27/97,7759.37
9/28/97,7759.16
9/29/97,7758.98
9/30/97,7758.8
10/1/97,7758.59
10/2/97,7758.4
10/3/97,7758.28
10/4/97,7758.14
10/5/97,7757.95
10/6/97,7757.77
10/7/97,7757.57
10/8/97,7757.38
10/9/97,7757.19
10/10/97,7757.04
10/11/97,7756.89
10/12/97,7756.75
10/13/97,7756.56
10/14/97,7756.45
10/15/97,7756.3
10/16/97,7756.14
10/17/97,7756
10/18/97,7755.85
