Year, Number of Drawdowns, Percent of Year in Drawdown, Average Days of Drawdown, SD of Drawdown, Average Percent Difference, SD Percent Difference, Average Rate of Change, SD Rate of Change, Max Daily Drawdown
2003,1,0.049315068493150684,18.0,0.0,-0.0002495171842484792,0.0,-0.08823529411764706,0.0,-1.5
2004,1,0.038356164383561646,14.0,0.0,-0.00017139186837100272,0.0,-0.07923076923074965,0.0,-1.0299999999997453
2010,1,0.038356164383561646,14.0,0.0,-0.00022897609522752577,0.0,-0.10615384615385455,0.0,-1.3800000000001091
2011,1,0.030136986301369864,11.0,0.0,-0.0002821862462424789,0.0,-0.17000000000007276,0.0,-1.7000000000007276
2012,1,0.0821917808219178,30.0,0.0,-0.0004563724530268281,0.0,-0.09482758620689655,0.0,-2.75
2013,1,0.29863013698630136,109.0,0.0,-0.000910167467492167,0.0,-0.0507407407407367,0.0,-5.479999999999563
2015,1,0.03561643835616438,13.0,0.0,-0.00029865456120181617,0.0,-0.15000000000001515,0.0,-1.800000000000182
2016,1,0.04657534246575343,17.0,0.0,-0.0002884974093263887,0.0,-0.10874999999998636,0.0,-1.7399999999997817
2017,1,0.07671232876712329,28.0,0.0,-0.00041827184018024315,0.0,-0.09333333333331582,0.0,-2.519999999999527
2019,1,0.03561643835616438,13.0,0.0,-0.00020892923765704403,0.0,-0.10500000000001819,0.0,-1.2600000000002183
2020,1,0.04657534246575343,17.0,0.0,-0.0004694594249370754,0.0,-0.17687499999999545,0.0,-2.8299999999999272
