Start Date, End Date, Duration, Start Elevation, End Elevation, Percent Difference, Rate of Change
1/3/01,2/5/01,34,6055.2,6053.6,-0.00026423569824274247,-0.04848484848483195
2/12/01,2/21/01,10,6053.4,6053.0,-6.607856741659831e-05,-0.04444444444440402
2/25/01,3/6/01,10,6053.0,6052.8,-3.304146704110658e-05,-0.02222222222220201
5/24/01,6/27/01,35,6074.4,6069.6,-0.0007902015013827329,-0.1411764705882139
7/11/01,8/4/01,25,6069.8,6068.2,-0.0002636001186201133,-0.06666666666668182
8/17/01,11/15/01,91,6068.4,6061.4,-0.0011535165776811022,-0.07777777777777778
11/18/01,12/31/01,44,6061.2,6059.0,-0.00036296442948588036,-0.051162790697670185
1/3/02,1/12/02,10,6058.8,6058.4,-6.601967386290118e-05,-0.04444444444450508
1/15/02,10/7/02,266,6058.2,6015.0,-0.007130830939883104,-0.1630188679245276
10/9/02,11/9/02,32,6015.2,6012.6,-0.000432238329565011,-0.08387096774191788
11/11/02,11/22/02,12,6012.8,6012.4,-6.652474720605137e-05,-0.036363636363685975
11/24/02,12/4/02,11,6012.4,6012.0,-6.652917304231858e-05,-0.03999999999996362
12/5/02,1/14/03,41,6012.0,6010.0,-0.00033266799733865603,-0.05
1/18/03,2/1/03,15,6009.8,6009.2,-9.983693300947848e-05,-0.042857142857168844
2/4/03,2/12/03,9,6009.0,6008.4,-9.985022466306604e-05,-0.07500000000004547
2/17/03,2/27/03,11,6008.6,6008.2,-6.657124787813228e-05,-0.04000000000005457
2/28/03,3/11/03,12,6008.2,6007.8,-6.657567990407047e-05,-0.03636363636360329
5/7/03,5/15/03,9,6010.8,6010.6,-3.327344113925236e-05,-0.024999999999977263
6/13/03,6/22/03,10,6018.8,6018.4,-6.645843025196812e-05,-0.04444444444450508
6/23/03,9/8/03,78,6018.2,5999.2,-0.00315709015984846,-0.24675324675324675
9/16/03,11/4/03,50,6001.0,5996.4,-0.000766538910181697,-0.09387755102041559
12/10/03,12/22/03,13,5996.8,5996.4,-6.670224119539516e-05,-0.03333333333337881
12/25/03,1/3/04,10,5996.6,5996.4,-3.335223293211613e-05,-0.022222222222303065
1/8/04,1/17/04,10,5996.4,5996.2,-3.335334534050732e-05,-0.02222222222220201
1/24/04,2/2/04,10,5996.2,5996.0,-3.3354457823257745e-05,-0.02222222222220201
2/5/04,2/18/04,14,5996.0,5995.6,-6.671114076044633e-05,-0.030769230769202786
7/1/04,9/7/04,69,6032.0,6021.4,-0.001757294429708283,-0.15588235294118183
9/8/04,9/18/04,11,6021.2,6019.6,-0.00026572776190783473,-0.15999999999994544
6/4/05,6/18/05,15,6075.0,6072.4,-0.0004279835390947101,-0.1857142857143117
7/12/05,8/12/05,32,6076.8,6074.8,-0.0003291205897840969,-0.06451612903225806
8/18/05,9/8/05,22,6075.0,6073.2,-0.0002962962962963262,-0.08571428571429437
